"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.720691479E1,-6.088134833E-3,4.454753827E-3,-7.681648713E-3
1.721691179E1,-6.184807979E-3,1.120027527E-2,-5.922897253E-3
1.722690979E1,-2.719528601E-2,4.056642205E-2,-6.047000643E-3
1.723690779E1,-6.086630374E-2,5.609773472E-2,7.877543103E-4
1.724690479E1,-8.672720194E-2,5.655552819E-2,6.822210737E-3
1.725690279E1,-9.602562338E-2,5.606529117E-2,1.744571142E-2
1.726690079E1,-8.034946024E-2,4.145119712E-2,3.102197498E-2
1.727689779E1,-5.480647087E-2,2.361016721E-2,2.724242955E-2
1.728689579E1,-1.586173102E-2,2.453082241E-2,2.079331875E-2
1.729689379E1,1.607901417E-2,3.414437920E-2,2.054687776E-2
1.730689079E1,3.802132979E-2,2.881965227E-2,1.846055686E-2
1.731688879E1,6.014572456E-2,1.956190541E-2,1.693759859E-2
1.732688679E1,7.340107858E-2,5.692738667E-2,1.882258430E-2
1.733688379E1,6.518355012E-2,9.617570788E-2,2.470336482E-2
1.734688179E1,4.179034010E-2,9.829372168E-2,2.866401710E-2
1.735687979E1,1.777098142E-2,4.963615537E-2,2.625145391E-2
1.736687679E1,-1.444607787E-2,1.695996895E-2,4.188496154E-3
1.737687479E1,-4.013079032E-2,2.441592142E-2,-7.396232802E-3
1.738687279E1,-5.864535272E-2,4.373236094E-3,-8.205834776E-3
1.739686979E1,-5.931814760E-2,-3.578727692E-2,-1.848172769E-2
1.740686779E1,-5.483365059E-2,-4.189097509E-2,-4.291889444E-2
1.741686579E1,-5.391974002E-2,-3.524243459E-2,-4.548840225E-2
1.742686279E1,-5.127015710E-2,-3.168658167E-2,-4.338583723E-2
1.743686079E1,-3.290073946E-2,-3.897112608E-2,-4.984905943E-2
1.744685879E1,-1.477633044E-2,-3.897831589E-2,-5.360305309E-2
1.745685579E1,4.650754854E-3,-1.212319173E-2,-3.156069666E-2
1.746685379E1,3.182325512E-2,-4.733185284E-3,-4.384648055E-4
1.747685179E1,4.546715692E-2,-1.778449304E-2,2.464386821E-2
1.748684879E1,4.772418365E-2,-3.602368385E-2,3.864916414E-2
1.749684679E1,4.118575901E-2,-5.586736649E-2,4.248555005E-2
1.750684479E1,3.946216404E-2,-7.798412442E-2,1.846756786E-2
1.751684279E1,1.861975156E-2,-7.610142231E-2,-2.343015373E-2
1.752683979E1,-2.163978666E-2,-4.748282582E-2,-5.142716691E-2
1.753683779E1,-6.552355736E-2,-5.020171404E-3,-6.149790064E-2
1.754683579E1,-9.727829695E-2,3.348434716E-2,-6.262016296E-2
1.755683279E1,-1.167234257E-1,4.413630813E-2,-5.037308857E-2
1.756683079E1,-1.194315925E-1,3.901877999E-2,-2.496520057E-2
1.757682879E1,-1.072411984E-1,1.565461047E-2,7.621510420E-3
1.758682579E1,-7.875443250E-2,-4.652792122E-3,4.447406530E-2
1.759682379E1,-4.576981068E-2,-2.963347547E-2,8.199808747E-2
1.760682179E1,-9.869066067E-3,-5.260590091E-2,1.004364863E-1
1.761681879E1,2.478306182E-2,-6.967892498E-2,9.565289319E-2
1.762681679E1,5.860228091E-2,-7.665640861E-2,8.461249620E-2
1.763681479E1,8.498115838E-2,-4.413550347E-2,4.857718945E-2
1.764681179E1,7.894696295E-2,-2.684573084E-2,6.881140172E-3
1.765680979E1,2.623704821E-2,-5.712421145E-3,-3.642735258E-2
1.766680779E1,-2.102101222E-2,4.340692237E-2,-6.182991341E-2
1.767680479E1,-6.443823874E-2,6.510093063E-2,-7.384255528E-2
1.768680279E1,-9.725291282E-2,5.305811390E-2,-7.317862660E-2
1.769680079E1,-9.817096591E-2,3.475909680E-2,-5.290539935E-2
1.770679779E1,-6.025660783E-2,2.756563202E-2,-2.859952860E-2
1.771679579E1,-1.799283177E-2,1.224245504E-2,-1.272043213E-3
1.772679379E1,1.304204762E-2,-2.770576067E-2,2.311345749E-2
1.773679079E1,4.495583102E-2,-6.465987861E-2,4.322333634E-2
1.774678879E1,7.883203775E-2,-6.425561011E-2,4.225234687E-2
1.775678679E1,8.559025824E-2,-4.348198324E-2,3.342213109E-2
1.776678417E1,6.248147786E-2,-4.734702781E-2,1.338663884E-2
1.777678217E1,1.296014525E-2,-3.789309785E-2,-1.349825505E-2
1.778678017E1,-4.504616559E-2,2.995479386E-3,-2.663589641E-2
1.779677717E1,-9.026730061E-2,4.014223814E-2,-2.879508771E-2
1.780677517E1,-1.201503575E-1,5.028169230E-2,-3.237064928E-2
1.781677317E1,-1.147722751E-1,1.601657644E-2,-3.521508351E-2
1.782677017E1,-6.842128187E-2,2.997447178E-2,-1.381604932E-2
1.783676817E1,-1.231386699E-2,5.731166899E-2,1.826944016E-2
1.784676617E1,3.886489570E-2,2.825205587E-2,3.964716569E-2
1.785676317E1,8.472081274E-2,7.540469524E-3,3.621952981E-2
1.786676117E1,8.231278509E-2,-7.662185468E-3,2.988679707E-2
1.787675917E1,2.949980646E-2,-5.652715452E-3,2.421904355E-2
1.788675717E1,-3.135555238E-2,1.937727071E-2,2.580229379E-2
1.789675417E1,-6.880822033E-2,3.621149063E-2,6.139361300E-3
1.790675217E1,-8.767698705E-2,3.437577188E-2,-1.808422059E-2
1.791675017E1,-7.863667607E-2,3.986437619E-2,-1.753116585E-2
1.792674717E1,-4.185762629E-2,3.642463684E-2,-2.171117347E-3
1.793674517E1,1.341961697E-2,2.661051601E-2,1.205684058E-2
1.794674317E1,5.719479546E-2,2.549922094E-3,1.353356335E-2
1.795674017E1,6.074942648E-2,-5.700050853E-3,8.179521188E-3
1.796673817E1,4.804082215E-2,8.646931499E-3,1.264697406E-2
1.797673617E1,3.027878143E-2,2.114880458E-2,1.450330019E-2
1.798673317E1,1.717150211E-2,3.535330668E-2,2.670076443E-3
1.799673117E1,-2.161916345E-4,5.896416306E-2,-1.898146234E-3
1.800672917E1,-1.530299895E-2,5.612230301E-2,7.806679234E-3
1.801672617E1,-1.377726346E-2,4.134557024E-2,1.561251935E-2
1.802672417E1,-1.558075659E-2,4.312429577E-2,1.827328280E-2
1.803672217E1,-2.392444946E-2,2.271348052E-2,2.765468508E-2
1.804671917E1,-2.930723317E-2,-1.335662324E-3,3.200975433E-2
1.805671717E1,-2.312061563E-2,-1.109975111E-2,2.170325816E-2
1.806671517E1,-1.272975933E-2,-7.719134446E-3,8.846580982E-3
1.807671217E1,-4.278292879E-3,-1.262623817E-2,4.308961332E-3
1.808671017E1,6.001242902E-3,-4.076692276E-3,-1.948668156E-3
1.809670817E1,5.709812045E-3,2.484170906E-2,-7.968639955E-3
1.810670517E1,2.332391217E-3,3.649304062E-2,-1.230213512E-2
1.811670317E1,3.119022585E-3,2.600238100E-2,-1.581953466E-2
1.812670117E1,5.232241005E-3,1.651433669E-2,-1.782276481E-2
1.813669917E1,4.551725462E-3,-3.203989472E-3,-1.557320170E-2
1.814669617E1,-4.246028140E-3,-3.108675219E-2,-2.800149843E-3
1.815669417E1,-1.859981194E-2,-4.850617424E-2,1.667723805E-2
1.816669217E1,-2.143714391E-2,-6.838853657E-2,3.037787043E-2
1.817668917E1,-2.647528797E-2,-6.543732435E-2,3.561372682E-2
1.818668717E1,-2.802231908E-2,-6.324048340E-2,3.261367232E-2
1.819668517E1,-3.809179366E-2,-6.024273112E-2,2.095373720E-2
1.820668217E1,-5.457569659E-2,-5.770127848E-2,7.136724889E-3
1.821668017E1,-6.145767123E-2,-6.782788783E-2,-9.334294125E-3
1.822667817E1,-5.412226170E-2,-6.514022499E-2,-2.404293418E-2
1.823667517E1,-4.891864955E-2,-3.998540342E-2,-3.798441961E-2
1.824667317E1,-3.945244104E-2,-2.606559545E-2,-4.326706380E-2
1.825667117E1,-4.331775941E-3,3.001342900E-2,-3.813352436E-2
1.826666817E1,2.425140142E-2,8.034583926E-2,-3.079811484E-2
1.827666617E1,2.815056778E-2,8.636797965E-2,-1.239977404E-2
1.828666417E1,2.204686962E-2,7.505220920E-2,1.339560375E-2
1.829666117E1,1.556245983E-2,5.385349691E-2,3.255847096E-2
1.830665917E1,1.166012976E-2,2.153683454E-2,3.770130128E-2
1.831665717E1,8.627916686E-3,-2.831736766E-2,3.007755801E-2
1.832665417E1,1.776309125E-2,-3.939558566E-2,1.414839178E-2
1.833665217E1,2.350594476E-2,-1.676659659E-2,1.324929530E-3
1.834665017E1,1.501498744E-2,-8.566991426E-3,-1.653396152E-2
1.835664817E1,-5.240925588E-3,-2.517225966E-2,-3.041392751E-2
1.836664517E1,-1.570661739E-2,-6.154627539E-3,-4.187350720E-2
1.837664317E1,-2.688238584E-2,2.084685303E-2,-3.720001504E-2
1.838664117E1,-4.262486100E-2,2.064498514E-2,-3.272936493E-2
1.839663817E1,-5.655615032E-2,2.125415020E-2,-2.081952244E-2
1.840663617E1,-5.121331662E-2,2.230316959E-2,-3.236002754E-3
1.841663417E1,-3.429970890E-2,1.169332303E-2,7.519534789E-3
1.842663117E1,-1.568687893E-2,-2.585911378E-2,6.613793783E-3
1.843662917E1,1.016067900E-2,-3.848369792E-2,3.599892370E-3
1.844662717E1,2.885340713E-2,-2.034384385E-2,-1.769839320E-3
1.845662417E1,2.843830362E-2,-1.271091308E-2,-6.776494440E-3
1.846662217E1,1.158502046E-2,-3.817632422E-2,-1.716149040E-2
1.847662017E1,5.432016216E-3,-1.304274984E-2,-3.636768088E-2
1.848661717E1,-5.586280487E-3,2.614726126E-2,-5.004115030E-2
1.849661517E1,-3.755442798E-2,3.369158134E-2,-4.890532419E-2
1.850661317E1,-6.711737812E-2,2.897618711E-2,-3.944044933E-2
1.851661017E1,-7.101457566E-2,2.361419424E-2,-1.863902062E-2
1.852660817E1,-5.137668923E-2,2.817645669E-2,4.182938486E-3
1.853660617E1,-1.358458959E-2,2.035461552E-2,2.862596139E-2
1.854660417E1,1.578208804E-2,-1.648862101E-2,4.647153616E-2
1.855660117E1,3.062271886E-2,-4.296914488E-2,5.450167879E-2
1.856659917E1,3.932086751E-2,-6.493036449E-2,4.640566930E-2
1.857659717E1,4.032445699E-2,-3.618391976E-2,2.572410554E-2
1.858659417E1,2.452152781E-2,6.332645658E-3,3.689476289E-4
1.859659217E1,-8.646119386E-4,2.105394565E-2,-2.046782523E-2
1.860659017E1,-2.351905778E-2,2.213172801E-2,-3.613600507E-2
1.861658717E1,-2.428568155E-2,2.484324202E-2,-4.822620749E-2
1.862658517E1,-2.597412840E-2,3.325377032E-2,-5.172320455E-2
1.863658317E1,-3.489349410E-2,2.379943430E-2,-3.831737116E-2
1.864658017E1,-4.733658209E-2,6.998615339E-3,-1.767387986E-2
1.865657817E1,-4.399840161E-2,-3.786537098E-3,9.222704917E-3
1.866657617E1,-2.800478786E-2,-2.041478083E-2,2.863182127E-2
1.867657417E1,-4.683837295E-3,-4.069453105E-2,3.339959309E-2
1.868657117E1,2.032697387E-2,-3.484729305E-2,2.879951335E-2
1.869656917E1,3.182338923E-2,-1.384236664E-2,1.703748479E-2
1.870656717E1,2.381952666E-2,-1.388790645E-2,-6.525365636E-3
1.871656417E1,-1.066327654E-2,-2.244276553E-2,-2.830495313E-2
1.872656217E1,-4.101239145E-2,1.072557364E-2,-3.595408425E-2
1.873656017E1,-6.708725542E-2,3.417891636E-2,-3.348515928E-2
1.874655717E1,-7.776892930E-2,3.591449931E-2,-3.675179183E-2
1.875655517E1,-6.945158541E-2,3.780814260E-2,-4.105199873E-2
1.876655325E1,-4.754922166E-2,5.632989481E-2,-2.915166132E-2
1.877655025E1,-2.958093956E-2,5.393207818E-2,-1.411527395E-2
1.878654825E1,-1.339770760E-2,2.135576122E-2,3.442413639E-3
1.879654625E1,1.240534708E-3,-2.260516025E-2,1.137709990E-2
1.880654325E1,5.057111382E-3,-5.592609942E-2,1.467675716E-2
1.881654125E1,2.522674203E-2,2.970435657E-3,1.893365383E-2
1.882653925E1,3.396457434E-2,4.583374411E-2,2.545280755E-2
1.883653725E1,2.921897732E-2,5.817568675E-2,2.521801367E-2
1.884653425E1,2.724557370E-2,5.569441989E-2,2.041500434E-2
1.885653225E1,1.782124303E-2,5.000821501E-2,1.498809829E-2
1.886653025E1,3.005731851E-4,4.495300353E-2,1.453988999E-2
1.887652725E1,-7.008761168E-4,2.565715462E-2,1.990526915E-2
1.888652525E1,6.516290363E-3,-3.180352040E-3,1.263883431E-2
1.889652325E1,2.025041357E-2,-4.408587888E-2,-2.267496660E-3
1.890652025E1,2.649872378E-2,-5.409643427E-2,-1.123356074E-2
1.891651825E1,1.577559486E-2,-4.915566742E-2,-1.609046943E-2
1.892651625E1,-9.971579537E-3,-6.089887768E-2,-2.437982336E-2
1.893651325E1,-3.326106817E-2,-6.455773860E-2,-3.995655850E-2
1.894651125E1,-3.108659759E-2,-5.443107337E-2,-6.690188497E-2
1.895650925E1,-2.519263700E-2,-1.023693010E-2,-8.470183611E-2
1.896650725E1,-3.335362673E-2,1.501383074E-2,-8.225838095E-2
1.897650425E1,-4.076890647E-2,1.488909498E-2,-7.067382336E-2
1.898650225E1,-3.457945585E-2,1.876292937E-2,-5.382373184E-2
1.899650025E1,-1.666754857E-2,2.778048161E-3,-3.668377921E-2
1.900649725E1,6.973331328E-3,-1.919356361E-2,-1.892901585E-2
1.901649525E1,3.977387398E-2,-3.295405954E-2,-1.479537413E-2
1.902649325E1,5.500075966E-2,-2.243084647E-2,-1.854883321E-2
1.903649025E1,4.702375084E-2,-1.210846938E-2,-1.929300278E-2
1.904648825E1,2.140786871E-2,1.879804768E-2,-1.756913774E-2
1.905648625E1,-7.193010300E-3,5.532428995E-2,-2.431935631E-2
1.906648325E1,-3.298359364E-2,7.653662562E-2,-2.662671916E-2
1.907648125E1,-5.059662089E-2,7.366082817E-2,-2.231345698E-2
1.908647925E1,-4.251579568E-2,4.395645857E-2,-1.697381772E-2
1.909647725E1,-1.518089697E-2,3.068525344E-2,-1.026026346E-2
1.910647425E1,1.608701050E-2,2.558011562E-3,-1.095614769E-2
1.911647225E1,3.974428400E-2,-2.527873032E-2,-1.257890370E-2
1.912647025E1,5.416689813E-2,-1.316081360E-2,-1.199780311E-2
1.913646725E1,4.633896053E-2,3.212280571E-4,-5.930757150E-3
1.914646525E1,2.433858626E-2,-8.745314553E-4,-2.593550365E-3
1.915646325E1,-9.296495467E-3,1.366227679E-2,-1.619160175E-4
1.916646025E1,-2.648213878E-2,3.653217480E-2,-9.533669800E-5
1.917645825E1,-4.012203589E-2,3.822607920E-2,-6.578800268E-3
1.918645625E1,-4.570881277E-2,1.860044897E-2,-9.086698294E-3
1.919645325E1,-4.103988037E-2,6.362373009E-3,8.595825639E-4
1.920645125E1,-3.053370863E-2,4.593501799E-3,1.114577614E-2
1.921644925E1,-1.889431849E-2,-1.265751198E-4,1.181176119E-2
1.922644725E1,-2.731859684E-3,-1.621979102E-2,9.347804822E-3
1.923644425E1,1.919324696E-2,-2.708451077E-2,7.562511601E-3
1.924644225E1,2.848181874E-2,-2.600646205E-2,1.203415217E-3
1.925644025E1,2.351853438E-2,-1.648029685E-2,-4.164900631E-3
1.926643725E1,-1.348629594E-4,1.133318525E-3,-5.073038861E-3
1.927643525E1,-1.430569123E-2,1.522974484E-2,-4.077989608E-3
1.928643325E1,-2.057636902E-2,2.411165461E-2,-6.161114201E-3
1.929643025E1,-2.018261887E-2,2.595154569E-2,-5.392431747E-3
1.930642825E1,-1.866515167E-2,1.582567766E-2,1.872139284E-3
1.931642625E1,-2.220935188E-3,1.780297235E-2,4.567469005E-4
1.932642325E1,2.463464811E-2,1.065105386E-2,4.086102825E-3
1.933642125E1,7.389662415E-2,-1.531381533E-2,2.197617106E-2
1.934641925E1,1.053802520E-1,-1.898940187E-3,-1.173012704E-2
1.935641725E1,9.627387673E-2,4.158232361E-2,-2.247680724E-2
1.936641425E1,5.147657543E-2,5.364218354E-2,-9.447026998E-3
1.937641225E1,1.659237780E-2,5.388706550E-2,-1.440230757E-3
1.938641025E1,-3.400505520E-3,4.186795279E-2,-1.541463472E-2
1.939640725E1,-5.950912833E-3,2.563297004E-2,-2.780463360E-2
1.940640525E1,5.958211143E-3,1.757238060E-2,-2.963076346E-2
1.941640325E1,1.670230180E-2,2.349995822E-2,-3.582119197E-2
1.942640025E1,2.065470070E-2,3.151314333E-2,-4.370255396E-2
1.943639825E1,8.668657392E-3,3.042261675E-2,-3.677558526E-2
1.944639625E1,3.729292192E-3,2.551254630E-2,-3.837055340E-2
1.945639425E1,4.246624187E-3,1.898029447E-2,-3.546007723E-2
1.946639125E1,1.677739434E-3,-4.679718986E-4,-2.566177770E-2
1.947638925E1,-3.895762376E-3,-2.281422354E-2,-2.292260714E-2
1.948638725E1,-2.113174275E-2,-3.678836301E-2,-2.419133671E-2
1.949638425E1,-4.671751708E-2,-4.345715046E-2,-4.388560355E-2
1.950638225E1,-6.341980398E-2,-2.075823024E-2,-5.594146624E-2
1.951638025E1,-5.583218858E-2,6.924529560E-3,-6.667374074E-2
1.952637725E1,-5.543137714E-2,3.380700946E-2,-8.480853587E-2
1.953637525E1,-6.470087171E-2,5.107167363E-2,-9.098723531E-2
1.954637325E1,-7.204826921E-2,6.312087923E-2,-7.101778686E-2
1.955637125E1,-7.130780816E-2,3.640252724E-2,-4.072842374E-2
1.956636825E1,-5.544656143E-2,5.034484901E-3,-2.649888769E-2
1.957636625E1,-3.566575795E-2,1.245131157E-2,-2.663034946E-2
1.958636425E1,-2.258111537E-2,1.269286126E-2,-6.225741468E-3
1.959636125E1,-2.062617242E-2,-1.329058036E-2,3.809228539E-3
1.960635925E1,-1.607376337E-2,-2.129071578E-2,-1.362363808E-3
1.961635725E1,-1.536493097E-2,-1.304335147E-2,-8.453387767E-3
1.962635425E1,-1.359446254E-2,1.038926933E-2,-2.076118626E-2
1.963635225E1,-1.289210003E-2,5.166069046E-2,-3.356858343E-2
1.964635025E1,-1.930019632E-2,8.229742944E-2,-3.616223484E-2
1.965634825E1,-2.612821013E-2,8.956137300E-2,-2.401920035E-2
1.966634525E1,-2.542140707E-2,8.519458771E-2,-5.727279000E-3
1.967634325E1,-3.672488965E-3,5.778093636E-2,4.098980688E-3
1.968634125E1,4.080629721E-2,4.932380095E-2,5.934615619E-4
1.969633825E1,7.160140574E-2,7.148994505E-2,-1.439801604E-2
1.970633625E1,7.130712271E-2,7.377466559E-2,-3.120575659E-2
1.971633425E1,3.250159323E-2,7.804616541E-2,-4.788423702E-2
1.972633125E1,-1.961620152E-2,9.367252886E-2,-5.716668442E-2
1.973632925E1,-7.773119956E-2,1.049042493E-1,-5.736809969E-2
1.974632725E1,-1.134212837E-1,9.588065743E-2,-5.332196131E-2
1.975632525E1,-1.223505139E-1,1.005875766E-1,-5.098255351E-2
1.976632188E1,-1.127120107E-1,1.081173867E-1,-5.503455177E-2
1.977631988E1,-9.458611906E-2,9.994666278E-2,-3.923855722E-2
1.978631787E1,-7.860102504E-2,7.437791675E-2,-1.426876057E-2
1.979631487E1,-6.331078708E-2,4.335565493E-2,9.499871172E-3
1.980631288E1,-4.499915615E-2,1.655493304E-2,2.525193617E-2
1.981631088E1,-2.947130799E-2,-6.003404036E-3,3.469036892E-2
1.982630788E1,-1.313601341E-2,-4.252599552E-2,3.720545769E-2
1.983630588E1,-5.733380094E-4,-4.828967154E-2,3.622157872E-2
1.984630388E1,-1.640955731E-2,-4.830059037E-2,2.982359752E-2
1.985630187E1,-4.781464860E-2,-4.668954760E-2,3.677836433E-2
1.986629888E1,-7.640314847E-2,-4.744535312E-2,3.946229815E-2
1.987629688E1,-8.622422069E-2,-5.642215535E-2,3.184921294E-2
1.988629488E1,-9.575087577E-2,-6.574214995E-2,2.587947063E-2
1.989629188E1,-8.585642278E-2,-8.196423203E-2,1.948556677E-2
1.990628987E1,-6.505021453E-2,-8.507453650E-2,1.467190310E-2
1.991628788E1,-3.203461692E-2,-8.015926182E-2,6.217180751E-3
1.992628588E1,-3.852515481E-3,-6.653665751E-2,-7.070382126E-4
1.993628288E1,4.942306783E-3,-4.614776373E-2,1.775027951E-3
1.994628088E1,-6.977469660E-3,-2.756395936E-2,1.334619615E-2
1.995627888E1,-2.903202549E-2,-3.736804472E-3,2.576982975E-2
1.996627588E1,-5.513526127E-2,1.788300462E-2,2.912833914E-2
1.997627387E1,-6.394422054E-2,2.469230257E-2,3.716602549E-2
1.998627188E1,-5.523382127E-2,5.236580502E-3,4.306865484E-2
1.999626888E1,-2.896180190E-2,-1.443796232E-2,4.533758387E-2
2.000626688E1,4.558874294E-3,1.021953765E-3,4.147386923E-2
2.001626487E1,2.387112379E-2,1.712743193E-2,3.920007125E-2
2.002626288E1,3.045312688E-2,3.173806518E-2,4.585025087E-2
2.003625988E1,2.407931536E-2,3.887649253E-2,4.776417837E-2
2.004625788E1,1.635188796E-2,4.609712213E-2,4.365278780E-2
2.005625588E1,9.958370589E-3,4.308437929E-2,3.699080646E-2
2.006625288E1,1.313152723E-2,4.456323013E-2,3.421179950E-2
2.007625088E1,1.468132064E-2,3.791163489E-2,2.462770417E-2
2.008624887E1,1.076354366E-2,3.076051548E-2,1.703529805E-2
2.009624688E1,-4.764682613E-3,2.805332653E-2,1.764099300E-2
2.010624388E1,-2.609100938E-2,1.766406745E-2,2.053638175E-2
2.011624188E1,-4.106476530E-2,-1.902461983E-2,2.061165497E-2
2.012623988E1,-2.190278843E-2,-2.643433213E-2,1.603501290E-2
2.013623687E1,1.931363903E-2,-4.743356258E-4,1.421349216E-2
2.014623488E1,4.595403746E-2,1.103055198E-3,1.615941059E-3
2.015623288E1,4.167695343E-2,1.396954525E-2,-1.440731809E-2
2.016623088E1,1.101731043E-2,3.213896230E-2,-1.558416896E-2
2.017622788E1,-2.053793892E-2,1.685990766E-2,-7.990618236E-3
2.018622588E1,-2.539740875E-2,4.199491814E-4,-1.562403608E-2
2.019622387E1,-1.395849697E-2,2.696964890E-3,-2.730331756E-2
2.020622087E1,8.082357235E-3,5.991561338E-3,-2.775551938E-2
2.021621888E1,2.349871397E-2,8.110153489E-3,-2.231166326E-2
2.022621688E1,2.642153203E-2,3.790506162E-3,-1.570382714E-2
2.023621388E1,1.612992957E-2,2.684619278E-3,-7.215543650E-3
2.024621187E1,-9.800737724E-3,-5.609263666E-3,1.057277434E-2
2.025620988E1,-3.314891830E-2,-1.022545155E-2,2.452028170E-2
2.026620787E1,-4.482341930E-2,-3.159359097E-2,3.464881703E-2
2.027620488E1,-3.756274283E-2,-4.223593697E-2,3.263529390E-2
2.028620288E1,-1.670965925E-2,-3.698897734E-2,2.043907903E-2
2.029620088E1,1.096189488E-2,-1.904296875E-2,1.937376335E-3
2.030619788E1,1.784270443E-2,1.619438082E-2,8.146270178E-3
2.031619587E1,1.505835727E-2,1.806611568E-2,2.307952009E-2
2.032619388E1,1.645571738E-2,2.237164602E-2,4.369212314E-2
2.033619188E1,2.874036320E-2,3.294372931E-2,5.869397521E-2
2.034618888E1,3.129753098E-2,1.731550507E-2,6.510074437E-2
2.035618688E1,1.905562915E-2,-6.960058119E-3,6.745621562E-2
2.036618488E1,6.704154424E-3,1.054037176E-2,5.466744676E-2
2.037618188E1,3.871694207E-4,2.832842618E-2,4.205871373E-2
2.038617988E1,5.303364247E-3,3.696585819E-2,2.901801467E-2
2.039617788E1,1.386897266E-2,3.684525937E-2,2.085258439E-2
2.040617588E1,2.402706817E-2,2.318750508E-2,3.340486065E-2
2.041617288E1,4.064108431E-2,1.528426073E-2,3.675023466E-2
2.042617087E1,4.033987969E-2,2.581333369E-2,4.332930595E-2
2.043616888E1,2.073300257E-2,3.505098820E-2,4.704884440E-2
2.044616588E1,2.281506360E-2,2.402044460E-2,4.315796867E-2
2.045616388E1,2.999642678E-2,1.167088374E-2,3.132697195E-2
2.046616188E1,2.151532471E-2,2.692834940E-3,1.837069169E-2
2.047615988E1,8.319461718E-3,-2.373965830E-2,7.019058801E-3
2.048615688E1,1.016130392E-2,-2.046396956E-2,-3.718274646E-3
2.049615487E1,1.701524854E-2,1.148987282E-2,-3.408621624E-2
2.050615288E1,1.295818761E-2,1.561075449E-3,-4.791042209E-2
2.051614988E1,1.070179138E-2,-1.685414091E-2,-3.833688051E-2
2.052614788E1,7.436992601E-4,-2.814434655E-2,-3.040971234E-2
2.053614587E1,-1.055934094E-2,-5.717907101E-3,-2.953308448E-2
2.054614388E1,-2.011902258E-2,2.938442118E-2,-2.461609058E-2
2.055614088E1,-2.350504696E-2,3.703953326E-2,-1.395786181E-2
2.056613888E1,-1.850575954E-2,3.644751385E-2,-2.961404156E-3
2.057613688E1,2.318560146E-3,1.901366189E-2,2.171839122E-3
2.058613388E1,2.842472866E-2,5.942069925E-3,6.862198003E-3
2.059613188E1,4.324227199E-2,1.411820296E-2,4.715609364E-3
2.060612987E1,4.220417142E-2,2.778394893E-2,8.864814416E-3
2.061612788E1,4.295385256E-2,4.113091156E-2,1.414239965E-2
2.062612488E1,4.571049288E-2,4.123077914E-2,2.005195618E-2
2.063612288E1,5.713593587E-2,1.264710166E-2,1.849700883E-2
2.064612088E1,7.154683024E-2,2.289281599E-2,7.568460423E-3
2.065611787E1,5.413877964E-2,5.467250943E-2,4.789649975E-4
2.066611588E1,7.584327366E-3,5.888430029E-2,-3.887554165E-3
2.067611388E1,-2.357964963E-2,6.839345396E-2,1.168331504E-2
2.068611188E1,-3.661156073E-2,7.203426212E-2,2.968386281E-3
2.069610888E1,-2.057680115E-2,4.396553338E-2,-2.276881132E-3
2.070610688E1,3.082273901E-2,3.272805735E-2,8.642345667E-3
2.071610487E1,8.714824915E-2,1.236282103E-2,1.472784579E-2
2.072610187E1,1.110517159E-1,-1.647841558E-2,1.693640649E-2
2.073609988E1,1.063877717E-1,-3.576350585E-2,2.090143040E-2
2.074609788E1,7.945788652E-2,-3.929911926E-2,2.795028314E-2
2.075609588E1,5.436877534E-2,-1.501060836E-2,2.250667848E-2
2.076609287E1,2.771213278E-2,1.227853633E-2,8.818030357E-3
2.077609125E1,9.506261908E-3,3.504377231E-2,-9.109301493E-3
2.078608925E1,5.463317037E-3,3.657002747E-2,-1.359939016E-2
2.079608625E1,2.865935117E-2,3.112235665E-2,-1.304687373E-2
2.080608425E1,6.748131663E-2,4.295371473E-2,-7.508032024E-3
2.081608225E1,9.475161880E-2,3.145649284E-2,-1.916992851E-2
2.082608025E1,9.844302386E-2,2.930385992E-2,-2.521743439E-2
