"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.682047500E1,-7.494817972E-1,-7.184139490E-1,-2.739834487E-1
4.683047300E1,-6.660735011E-1,-7.531852722E-1,-3.173698783E-1
4.684047100E1,-4.449423850E-1,-8.557779193E-1,-2.717438042E-1
4.685046900E1,-7.208751887E-2,-8.217239976E-1,-1.681613624E-1
4.686046700E1,3.005004227E-1,-7.735788226E-1,-2.748893388E-2
4.687046400E1,5.511319637E-1,-7.653061152E-1,1.573800594E-1
4.688046200E1,6.425007582E-1,-7.316663861E-1,3.211993575E-1
4.689046000E1,5.697382689E-1,-6.594066024E-1,3.768612146E-1
4.690045800E1,3.503620028E-1,-5.724072456E-1,3.473842740E-1
4.691045600E1,3.883628920E-2,-4.718982279E-1,2.756525874E-1
4.692045400E1,-3.126988411E-1,-3.650522232E-1,1.696734428E-1
4.693045200E1,-6.520016193E-1,-2.772571743E-1,1.434417069E-1
4.694045000E1,-9.168766737E-1,-1.916253716E-1,1.668495685E-1
4.695044800E1,-9.891636372E-1,-1.747443676E-1,2.140186876E-1
4.696044600E1,-8.314832449E-1,-1.770216376E-1,2.188547254E-1
4.697044400E1,-4.675089717E-1,-1.965913624E-1,1.830056310E-1
4.698044200E1,-2.410001121E-3,-2.284944355E-1,1.342567354E-1
4.699044000E1,4.231786728E-1,-2.672596276E-1,7.656476647E-2
4.700043800E1,6.973447204E-1,-3.214786351E-1,3.122951090E-2
4.701043500E1,8.102914691E-1,-4.329607487E-1,1.603741013E-2
4.702043300E1,7.919731736E-1,-5.900292397E-1,3.093007207E-2
4.703043100E1,6.960964203E-1,-7.749752402E-1,4.768642783E-2
4.704042900E1,5.695211291E-1,-9.208693504E-1,3.578342870E-2
4.705042700E1,5.003792048E-1,-1.167421341E0,-2.073676884E-2
4.706042500E1,4.887821972E-1,-8.942793012E-1,-7.844453305E-2
4.707042300E1,4.121331275E-1,-7.168935537E-1,-7.052943110E-2
4.708042100E1,3.031195700E-1,-6.586536765E-1,-6.606011093E-2
4.709041900E1,2.147429287E-1,-4.933755994E-1,-7.219489664E-2
4.710041700E1,1.629931927E-1,-2.632294893E-1,-1.099460050E-1
4.711041500E1,1.039387062E-1,-9.400803596E-2,-1.519356817E-1
4.712041300E1,7.324285060E-2,2.956690080E-2,-2.007863075E-1
4.713041100E1,3.329376131E-2,8.312381804E-2,-2.616766691E-1
4.714040900E1,-5.313353613E-2,1.350626498E-1,-3.285648823E-1
4.715040600E1,-2.808724344E-1,2.325455546E-1,-4.351342022E-1
4.716040400E1,-8.395714164E-1,6.647043824E-1,-4.915663004E-1
4.717040200E1,-1.831448436E0,2.074050188E0,-4.582675695E-1
4.718040000E1,-2.692563295E0,3.495777845E0,-2.640509307E-1
4.719039800E1,-3.266737461E0,3.991164207E0,-1.252931058E-1
4.720039600E1,-3.324481010E0,2.807291746E0,-1.346418560E-1
4.721039400E1,-2.708096266E0,5.156024098E-1,-2.822551727E-1
4.722039200E1,-1.856912732E0,-6.308357120E-1,-3.842398524E-1
4.723039000E1,-9.448484778E-1,-5.392677784E-1,-3.973697126E-1
4.724038800E1,1.195845194E-3,-1.665573418E-1,-3.649742305E-1
4.725038600E1,9.097478390E-1,-4.695064202E-2,-2.976686358E-1
4.726038400E1,1.721843362E0,-5.503653362E-2,-1.969044954E-1
4.727038200E1,2.202286482E0,-4.617952406E-1,-6.165188923E-2
4.728038000E1,1.793749809E0,-1.503359914E0,1.228953153E-1
4.729037700E1,1.318015456E0,-1.054976463E0,2.314665616E-1
4.730037500E1,8.907656670E-1,-2.499448955E-1,1.491764933E-1
4.731037300E1,4.339509010E-1,1.467029303E-1,1.992785372E-2
4.732037100E1,6.464289129E-2,2.759847641E-1,-4.587965459E-2
4.733036900E1,-1.891369373E-1,3.132088482E-1,-4.217438027E-2
4.734036700E1,-3.339505792E-1,2.971830070E-1,-7.059004623E-3
4.735036500E1,-4.018673301E-1,3.055371940E-1,5.957301334E-2
4.736036300E1,-4.171615839E-1,3.048807085E-1,1.389527917E-1
4.737036100E1,-3.471118212E-1,2.815919518E-1,2.434489131E-1
4.738035900E1,-2.177029550E-1,2.717909813E-1,3.542683721E-1
4.739035700E1,-8.303565532E-2,2.614806890E-1,4.618438184E-1
4.740035500E1,2.215254307E-2,1.603567153E-1,4.860762060E-1
4.741035300E1,1.265832484E-1,6.821516156E-2,4.149529338E-1
4.742035100E1,2.399143279E-1,6.597837061E-2,2.602280378E-1
4.743034800E1,3.196931183E-1,7.933977246E-2,1.169511601E-1
4.744034600E1,3.385176659E-1,3.131845221E-2,4.357894138E-2
4.745034400E1,3.093077242E-1,2.086424734E-3,2.884133346E-2
4.746034200E1,1.986243576E-1,1.393217742E-1,4.520645738E-2
4.747034000E1,-1.716336608E-2,3.446678817E-1,5.180472881E-2
4.748033800E1,-1.705915332E-1,4.136104882E-1,9.347388148E-2
4.749033600E1,-2.667675316E-1,5.315375328E-1,1.379631609E-1
4.750033400E1,-3.629015088E-1,6.243140697E-1,1.542593092E-1
4.751033200E1,-3.819462359E-1,5.761217475E-1,1.338281482E-1
4.752033000E1,-2.763462961E-1,5.576476455E-1,6.677374989E-2
4.753032800E1,-1.304726303E-1,5.044531822E-1,-2.056214213E-2
4.754032600E1,2.515679225E-4,3.624640703E-1,-8.125531673E-2
4.755032400E1,8.519969881E-2,2.341452688E-1,-1.269194484E-1
4.756032200E1,1.101556569E-1,1.355979145E-1,-1.850719601E-1
4.757031900E1,9.004753083E-2,8.540364355E-2,-2.230048627E-1
4.758031700E1,3.921923786E-2,6.988859922E-2,-2.154393643E-1
4.759031500E1,-1.757021993E-2,6.269603968E-2,-1.707262546E-1
4.760031300E1,-4.953267798E-2,3.409315646E-2,-1.038518846E-1
4.761031100E1,-5.640121549E-2,5.773868784E-2,-4.141275212E-2
4.762030900E1,-5.390077829E-2,7.114530355E-2,2.265917324E-2
4.763030700E1,-4.391375929E-3,6.055453792E-2,9.936691076E-2
4.764030500E1,8.141674101E-2,2.309531532E-2,1.641909182E-1
4.765030300E1,1.654983014E-1,-5.422941595E-2,1.972479671E-1
4.766030100E1,2.496121079E-1,-1.397605687E-1,1.955712438E-1
4.767029900E1,3.381249905E-1,-2.309569567E-1,1.556658447E-1
4.768029700E1,3.927786350E-1,-2.677202821E-1,9.773144126E-2
4.769029500E1,3.776056767E-1,-2.887928486E-1,6.635428965E-2
4.770029300E1,2.455978692E-1,-2.280197740E-1,5.815121904E-2
4.771029100E1,9.518226981E-2,-1.717869937E-1,8.948409557E-2
4.772028800E1,-6.262546778E-2,-1.895324439E-1,1.560072005E-1
4.773028600E1,-1.783080101E-1,-2.188135982E-1,2.091730237E-1
4.774028400E1,-2.166908234E-1,-2.162204832E-1,2.117624134E-1
4.775028200E1,-1.971244663E-1,-1.805790067E-1,1.597646773E-1
4.776028000E1,-1.356560439E-1,-1.705292910E-1,4.387136921E-2
4.777027800E1,-6.813181937E-2,-1.408188343E-1,-1.127926074E-2
4.778027600E1,-2.557930350E-2,1.562670246E-2,-3.848508466E-3
4.779027400E1,-4.801802337E-2,1.798561066E-1,3.526426107E-2
4.780027192E1,-1.300564259E-1,2.207899541E-1,1.234375313E-1
4.781026992E1,-1.859689802E-1,2.581827343E-1,1.846476495E-1
4.782026792E1,-2.211874276E-1,2.747992575E-1,1.861746907E-1
4.783026592E1,-2.258134335E-1,1.760874391E-1,1.533682048E-1
4.784026392E1,-1.935998350E-1,1.465798914E-1,8.275635540E-2
4.785026192E1,-2.002988160E-1,1.258555055E-1,5.632692017E-3
4.786025992E1,-2.906164825E-1,1.258544326E-1,-3.854515776E-2
4.787025692E1,-4.221613705E-1,-4.113716260E-2,-4.238986969E-2
4.788025492E1,-4.124184549E-1,-2.712808847E-1,-8.240040392E-2
4.789025292E1,-2.673451900E-1,-1.415878385E-1,-1.914344430E-1
4.790025092E1,-1.112149805E-1,6.324122660E-3,-2.527835369E-1
4.791024892E1,-2.765933424E-2,1.585537195E-1,-2.144894600E-1
4.792024692E1,-2.846920118E-2,2.886264920E-1,-1.399949789E-1
4.793024492E1,-8.701453358E-2,3.352970481E-1,-6.782250851E-2
4.794024292E1,-1.315705478E-1,2.193659395E-1,-3.551410884E-2
4.795024092E1,-1.069692895E-1,1.264363825E-1,-6.037714705E-2
4.796023892E1,-3.969997168E-2,1.720584631E-1,-1.224375814E-1
4.797023692E1,-3.374733962E-3,2.611614466E-1,-1.611460894E-1
4.798023492E1,-3.472573310E-2,2.999687791E-1,-1.669762880E-1
4.799023292E1,-8.560031652E-2,2.252048403E-1,-1.623084396E-1
4.800023092E1,-8.110623062E-2,2.093523741E-1,-1.742780209E-1
4.801022892E1,-4.573951662E-2,2.459441423E-1,-1.779218614E-1
4.802022592E1,-8.374033496E-3,3.156151175E-1,-1.492449492E-1
4.803022392E1,1.512322947E-2,3.866823018E-1,-1.068895981E-1
4.804022192E1,3.875452280E-2,4.023331702E-1,-6.434772909E-2
4.805021992E1,7.882186025E-2,4.192175269E-1,-2.769801393E-2
4.806021792E1,1.340419650E-1,3.739499152E-1,7.710576057E-3
4.807021592E1,2.257570624E-1,3.483202457E-1,3.385412693E-2
4.808021392E1,3.101536930E-1,3.375858366E-1,4.314989224E-2
4.809021192E1,3.592408895E-1,2.841213346E-1,4.167301208E-2
4.810020992E1,3.768257499E-1,2.959934473E-1,2.651243284E-2
4.811020792E1,3.624660075E-1,3.374917507E-1,-2.206575125E-3
4.812020592E1,3.093068898E-1,3.567929864E-1,-4.847873002E-2
4.813020392E1,2.371085584E-1,3.370434642E-1,-1.036329269E-1
4.814020192E1,1.664772630E-1,2.805530131E-1,-1.639615148E-1
4.815019992E1,1.245622337E-1,2.632527649E-1,-2.274179310E-1
4.816019792E1,7.840512693E-2,2.645078897E-1,-2.933692634E-1
4.817019592E1,2.219901979E-2,2.409920096E-1,-3.417248726E-1
4.818019292E1,-1.580854878E-2,1.965435892E-1,-3.584710956E-1
4.819019092E1,9.983762167E-3,1.848604530E-1,-3.413572907E-1
4.820018892E1,9.785183519E-2,2.362815738E-1,-2.947128415E-1
4.821018692E1,1.831399947E-1,2.735825479E-1,-2.158870846E-1
4.822018492E1,2.357446104E-1,2.665065527E-1,-1.132773459E-1
4.823018292E1,2.493224442E-1,2.531107366E-1,-1.168919075E-2
4.824018092E1,2.329626530E-1,2.107925564E-1,7.398150116E-2
4.825017892E1,2.179519385E-1,1.203090847E-1,1.466550678E-1
4.826017692E1,2.608386874E-1,1.559267286E-3,1.813741624E-1
4.827017492E1,3.846613467E-1,-8.320944011E-2,1.105566844E-1
4.828017292E1,5.675292015E-1,-4.306696355E-4,-4.249491170E-2
4.829017092E1,6.894459128E-1,2.386548370E-1,-1.998119056E-1
4.830016892E1,6.762342453E-1,4.771422446E-1,-2.970929146E-1
4.831016692E1,5.436450839E-1,7.136840224E-1,-3.220839202E-1
4.832016492E1,3.743197322E-1,8.779903650E-1,-3.142366707E-1
4.833016292E1,2.583468854E-1,9.538458586E-1,-2.658413649E-1
4.834015992E1,2.489012033E-1,9.837345481E-1,-1.630755514E-1
4.835015792E1,3.599272966E-1,9.196993113E-1,-7.799366117E-2
4.836015592E1,5.545835495E-1,7.636236548E-1,-4.459230229E-2
4.837015392E1,8.246293664E-1,4.865292609E-1,-9.321586788E-2
4.838015192E1,1.129278183E0,4.239497781E-1,-2.103691101E-1
4.839014992E1,1.342378378E0,5.755111575E-1,-3.529205620E-1
4.840014792E1,1.385779381E0,7.854904532E-1,-4.527366459E-1
4.841014592E1,1.261222601E0,1.023185015E0,-5.010276437E-1
4.842014392E1,1.056586266E0,1.175701618E0,-5.143799186E-1
4.843014192E1,9.017183781E-1,1.208844304E0,-4.507193267E-1
4.844013992E1,8.463301659E-1,1.176821589E0,-2.989276648E-1
4.845013792E1,8.431020975E-1,1.121324778E0,-1.569572836E-1
4.846013592E1,8.236581087E-1,9.538102746E-1,-5.496644415E-3
4.847013392E1,8.952042460E-1,7.104930878E-1,1.312176138E-1
4.848013192E1,1.115935802E0,4.109947383E-1,2.523549497E-1
4.849012992E1,1.403699994E0,3.349722922E-1,3.806183636E-1
4.850012692E1,1.700940967E0,4.854949713E-1,4.899227619E-1
4.851012492E1,1.935976028E0,6.337821484E-1,5.510358810E-1
4.852012292E1,2.016914845E0,5.782861114E-1,6.446587443E-1
4.853012092E1,1.935279727E0,3.665149808E-1,7.635592818E-1
4.854011892E1,1.764763832E0,1.334415190E-2,8.999198079E-1
4.855011692E1,1.624068737E0,-1.857683212E-1,9.536250234E-1
4.856011492E1,1.509083033E0,-3.942497075E-2,7.392293811E-1
4.857011292E1,1.424666643E0,-1.483750343E-1,5.526403189E-1
4.858011092E1,1.347684026E0,-1.885016710E-1,3.799630702E-1
4.859010892E1,1.277824163E0,-1.860446334E-1,1.916940957E-1
4.860010692E1,1.159909010E0,-2.973040342E-1,-6.155604962E-3
4.861010492E1,9.537866712E-1,-5.743088126E-1,-1.681480706E-1
4.862010292E1,6.859365702E-1,-7.748115659E-1,-2.466902882E-1
4.863010092E1,4.092800021E-1,-7.118152976E-1,-2.489714622E-1
4.864009892E1,1.932579577E-1,-4.808601737E-1,-1.506682932E-1
4.865009692E1,9.930759668E-2,-3.369798958E-1,8.453363925E-2
4.866009392E1,1.924082488E-1,-3.737959862E-1,4.007246196E-1
4.867009192E1,4.285105765E-1,-5.382181406E-1,7.010062337E-1
4.868008992E1,6.642118096E-1,-6.616146564E-1,8.898741603E-1
4.869008792E1,9.338323474E-1,-5.268570781E-1,9.020751715E-1
4.870008592E1,1.217328787E0,-3.188338876E-1,8.514879346E-1
4.871008392E1,1.418617964E0,-1.669721007E-1,7.925078273E-1
4.872008192E1,1.509418964E0,-2.406475134E-2,7.267788649E-1
4.873007992E1,1.513269186E0,9.948503971E-2,6.616989970E-1
4.874007792E1,1.486970425E0,1.892455518E-1,6.519858837E-1
4.875007592E1,1.448481679E0,2.446027547E-1,6.901055574E-1
4.876007392E1,1.345673323E0,3.536579013E-1,8.084250093E-1
4.877007192E1,1.182699680E0,4.716779590E-1,9.823902845E-1
4.878006992E1,1.010349274E0,5.853450894E-1,1.177223325E0
4.879006792E1,8.418661952E-1,8.290849924E-1,1.324002385E0
4.880006650E1,7.042518854E-1,1.004571080E0,1.374840021E0
4.881006450E1,6.110864282E-1,1.066658020E0,1.354436636E0
4.882006150E1,5.359889865E-1,1.024965405E0,1.255903959E0
4.883005950E1,4.629195631E-1,8.934908509E-1,1.140143991E0
4.884005750E1,3.799887300E-1,6.522105932E-1,1.050687313E0
4.885005550E1,3.231402040E-1,3.507342637E-1,1.064836025E0
4.886005350E1,3.419884741E-1,1.420407295E-1,1.181752086E0
4.887005150E1,4.259438515E-1,5.190316588E-2,1.334825158E0
4.888004950E1,6.133265495E-1,2.781540342E-2,1.427876353E0
4.889004750E1,8.425619602E-1,1.119845286E-1,1.347310781E0
4.890004550E1,9.630289674E-1,1.983646899E-1,1.069914579E0
4.891004350E1,8.721098900E-1,1.465862542E-1,6.375534534E-1
4.892004150E1,5.860480666E-1,1.895334572E-1,1.806349307E-1
4.893003950E1,1.949325800E-1,4.270816147E-1,-1.681106985E-1
4.894003750E1,-1.581650227E-1,6.797881722E-1,-4.406481981E-1
4.895003550E1,-3.888782859E-1,5.874512196E-1,-6.387646794E-1
4.896003350E1,-4.379169345E-1,2.893121839E-1,-7.201842070E-1
4.897003150E1,-4.374828935E-1,1.105814949E-1,-6.741974354E-1
4.898002950E1,-3.786190450E-1,9.048448503E-2,-5.740415454E-1
4.899002650E1,-2.237397879E-1,7.847236842E-2,-4.473332763E-1
4.900002450E1,-5.831221119E-2,6.992015988E-2,-2.930483818E-1
4.901002250E1,1.479206830E-1,-1.251901314E-2,-1.535995752E-1
4.902002050E1,3.380131423E-1,-1.275976598E-1,-8.017596602E-2
4.903001850E1,4.609580934E-1,-1.512882411E-1,-1.177846491E-1
4.904001650E1,4.573415220E-1,-1.178471968E-1,-2.605575323E-1
4.905001450E1,3.632869422E-1,-5.729411542E-2,-3.738859594E-1
4.906001250E1,2.060616612E-1,1.648473293E-1,-4.144631922E-1
4.907001050E1,4.867354035E-2,3.104733527E-1,-4.350101352E-1
4.908000850E1,-8.436360210E-2,3.992271721E-1,-4.452015162E-1
4.909000650E1,-1.279289126E-1,4.449548423E-1,-4.562677443E-1
4.910000450E1,-8.999405056E-2,5.661377311E-1,-4.308649004E-1
4.911000250E1,-4.204817861E-2,6.705545187E-1,-3.234724998E-1
4.912000050E1,-8.332562633E-3,7.431868911E-1,-1.859031916E-1
4.912999850E1,2.375879511E-2,7.478306293E-1,-8.077357709E-2
4.913999650E1,6.725913286E-2,7.175552845E-1,-1.239345409E-2
4.914999450E1,1.298669279E-1,6.720780134E-1,7.211508695E-3
4.915999150E1,1.751518548E-1,5.689314008E-1,-2.193625644E-2
4.916998950E1,1.472659856E-1,5.706582069E-1,-1.433430165E-1
4.917998750E1,9.850592352E-3,6.542063355E-1,-3.518531024E-1
4.918998550E1,-2.064329982E-1,7.207696438E-1,-5.557262301E-1
4.919998350E1,-3.990328014E-1,7.774430513E-1,-7.007800937E-1
4.920998150E1,-4.628981948E-1,7.534621358E-1,-7.509924769E-1
4.921997950E1,-4.179099202E-1,6.914887428E-1,-6.456588507E-1
4.922997750E1,-3.638680279E-1,5.803530216E-1,-4.024077952E-1
4.923997550E1,-3.296565115E-1,6.060167551E-1,-1.337060481E-1
4.924997350E1,-2.856110930E-1,6.999275088E-1,4.123450816E-2
4.925997150E1,-2.293353081E-1,8.425448537E-1,5.299422890E-2
4.926996950E1,-1.791105419E-1,1.015960932E0,-4.431203753E-2
4.927996750E1,-1.616202295E-1,1.116353750E0,-1.373173445E-1
4.928996550E1,-1.684138328E-1,1.089052677E0,-1.799124181E-1
4.929996350E1,-1.807152480E-1,1.017351031E0,-1.602433622E-1
4.930996150E1,-1.917104572E-1,9.333912730E-1,-8.164426684E-2
4.931995950E1,-1.823073775E-1,9.082978964E-1,-5.217663012E-3
4.932995650E1,-1.499854028E-1,8.990325332E-1,7.582020760E-2
4.933995450E1,-8.940779418E-2,9.321380258E-1,1.429702044E-1
4.934995250E1,3.751476854E-2,9.310935140E-1,1.929811537E-1
4.935995050E1,2.189860344E-1,1.073005676E0,2.669840157E-1
4.936994850E1,3.671295941E-1,1.253350973E0,3.788622618E-1
4.937994650E1,4.033544362E-1,1.310867310E0,4.536672533E-1
4.938994450E1,3.265981376E-1,1.388759732E0,4.805923700E-1
4.939994250E1,1.029376090E-1,1.363971829E0,4.260425568E-1
4.940994050E1,-9.896763414E-2,1.158114195E0,3.014715016E-1
4.941993850E1,-1.647772789E-1,9.232531786E-1,1.443655193E-1
4.942993650E1,-1.143056676E-1,7.164839506E-1,-6.914019585E-2
4.943993450E1,-9.220249951E-2,4.785135090E-1,-2.807392776E-1
4.944993250E1,-1.726875603E-1,2.337788194E-1,-4.869692326E-1
4.945993050E1,-2.921604216E-1,1.322719008E-1,-6.762803197E-1
4.946992850E1,-3.953263462E-1,1.441964209E-1,-7.844744921E-1
4.947992650E1,-5.223274231E-1,1.056844518E-1,-8.012614250E-1
4.948992450E1,-7.173163891E-1,1.166050136E-1,-7.379040122E-1
4.949992250E1,-9.019346833E-1,1.395613514E-2,-6.487358212E-1
4.950991950E1,-1.005345106E0,-1.832305342E-1,-6.097438335E-1
4.951991750E1,-1.021301150E0,-4.299327135E-1,-6.301407218E-1
4.952991550E1,-9.612998962E-1,-6.503998637E-1,-6.505901217E-1
4.953991350E1,-8.990402818E-1,-7.425342798E-1,-6.359446049E-1
4.954991150E1,-8.652899265E-1,-7.619169950E-1,-5.639445782E-1
4.955990950E1,-8.711605668E-1,-7.689056396E-1,-4.400791228E-1
4.956990750E1,-8.877332211E-1,-8.723831177E-1,-2.991122305E-1
4.957990550E1,-8.492159247E-1,-1.051358461E0,-1.622992754E-1
4.958990350E1,-7.555084229E-1,-1.095868111E0,-5.620102584E-2
4.959990150E1,-6.593225002E-1,-1.040935874E0,1.439377852E-2
4.960989950E1,-6.073621511E-1,-1.013695002E0,4.453852028E-2
4.961989750E1,-6.247411370E-1,-9.750504494E-1,2.341885492E-2
4.962989550E1,-6.984910965E-1,-9.126295447E-1,-4.341778159E-2
4.963989350E1,-7.671598792E-1,-8.604667187E-1,-1.136679798E-1
4.964989150E1,-7.726105452E-1,-7.939498425E-1,-1.814077646E-1
4.965988950E1,-7.091077566E-1,-7.200463414E-1,-2.150149941E-1
4.966988750E1,-5.409619212E-1,-5.671475530E-1,-1.755113900E-1
4.967988450E1,-3.703888357E-1,-1.577773243E-1,-1.585292071E-1
4.968988250E1,-1.192142218E-1,-2.401223183E-1,-1.306713074E-1
4.969988050E1,1.000092030E-1,-2.278022617E-1,-1.509954780E-1
4.970987850E1,2.335056365E-1,-1.474600583E-1,-2.083842605E-1
4.971987650E1,2.422615737E-1,-8.965295553E-2,-2.872889340E-1
4.972987450E1,1.985516548E-1,-1.122967452E-1,-3.533079028E-1
4.973987250E1,1.756945401E-1,-1.506172419E-1,-4.149169624E-1
4.974987050E1,1.654681861E-1,-1.819321960E-1,-4.768288732E-1
4.975986850E1,1.611906141E-1,-1.854283959E-1,-5.197890997E-1
4.976986650E1,1.610082835E-1,-1.986393631E-1,-5.432320237E-1
4.977986450E1,1.453286558E-1,-2.077351213E-1,-5.705675483E-1
4.978986250E1,9.834101796E-2,-1.874212921E-1,-5.818486214E-1
4.979985938E1,3.947823495E-2,-1.551067531E-1,-5.748716593E-1
4.980985738E1,-2.103329450E-2,-1.567808837E-1,-5.221835375E-1
4.981985538E1,-6.936886907E-2,-2.145222127E-1,-4.244644344E-1
4.982985338E1,-9.329520911E-2,-3.203350604E-1,-2.982327342E-1
4.983985137E1,-7.778202742E-2,-4.150751531E-1,-1.655247658E-1
4.984984938E1,-3.818342835E-2,-4.409099221E-1,-3.622712940E-2
4.985984738E1,1.970836893E-2,-4.071162641E-1,1.002319083E-1
4.986984438E1,8.783075213E-2,-3.707140684E-1,1.959978044E-1
4.987984237E1,1.220568940E-1,-3.043574095E-1,2.255719453E-1
4.988984038E1,1.050331965E-1,-1.727949977E-1,2.301909178E-1
4.989983838E1,5.787581205E-2,2.725234255E-2,2.095016092E-1
4.990983638E1,2.942566760E-2,2.217829078E-1,1.696838289E-1
4.991983438E1,2.145455964E-2,3.133341372E-1,1.460549384E-1
4.992983238E1,1.485957578E-2,3.673549294E-1,1.486566961E-1
4.993983038E1,-4.194541834E-3,3.782874942E-1,1.473810375E-1
4.994982837E1,-5.101835728E-2,3.435423076E-1,1.024586037E-1
4.995982638E1,-1.134108901E-1,2.766048312E-1,1.442009211E-2
4.996982438E1,-1.660356075E-1,1.631038040E-1,-7.839566469E-2
4.997982238E1,-2.140971422E-1,8.319538832E-2,-1.511545628E-1
4.998982038E1,-2.611271143E-1,8.318110555E-2,-1.841623634E-1
4.999981837E1,-2.987815440E-1,1.200307384E-1,-1.875131428E-1
5.000981638E1,-3.306483626E-1,1.199428290E-1,-1.755278856E-1
5.001981438E1,-3.426663876E-1,9.847003222E-2,-1.808624715E-1
5.002981238E1,-3.193473220E-1,1.017281041E-1,-1.785341501E-1
5.003981038E1,-2.611401975E-1,1.600590497E-1,-1.340252757E-1
5.004980837E1,-1.908062696E-1,3.117356896E-1,-5.725771934E-2
5.005980537E1,-1.481474936E-1,4.239437282E-1,2.147543803E-2
5.006980338E1,-1.414874643E-1,4.401722550E-1,8.014968038E-2
5.007980138E1,-1.491989195E-1,4.176283181E-1,1.505039930E-1
5.008979938E1,-1.355231255E-1,3.663991690E-1,1.941491216E-1
5.009979738E1,-9.243691713E-2,3.540546000E-1,1.881865710E-1
5.010979537E1,-5.520027131E-2,4.023598731E-1,1.665572822E-1
5.011979338E1,-6.081687659E-2,4.400968850E-1,1.387709230E-1
5.012979138E1,-1.257415116E-1,4.334679842E-1,1.124125347E-1
5.013978938E1,-2.123507112E-1,3.793344498E-1,8.532312512E-2
5.014978738E1,-2.670050263E-1,3.366079628E-1,7.088578492E-2
5.015978537E1,-2.622342408E-1,3.195554912E-1,6.834219396E-2
5.016978338E1,-2.097415626E-1,3.100448847E-1,6.107488647E-2
5.017978138E1,-1.356335133E-1,3.492828310E-1,5.280870199E-2
5.018977938E1,-7.094496489E-2,4.084761739E-1,6.457143277E-2
5.019977738E1,-1.903040335E-3,4.266216457E-1,8.930714428E-2
5.020977537E1,6.521134079E-2,4.419203401E-1,1.084617749E-1
5.021977338E1,1.179429963E-1,4.841460884E-1,1.096831039E-1
5.022977138E1,1.301951855E-1,4.939868450E-1,1.005649269E-1
5.023976938E1,1.071252823E-1,4.514884055E-1,7.386860251E-2
5.024976638E1,8.139681816E-2,3.931151628E-1,4.446767643E-2
5.025976438E1,6.080951542E-2,3.615692258E-1,3.157611191E-2
5.026976237E1,4.313089326E-2,3.428229690E-1,4.211612418E-2
5.027976038E1,4.485529289E-2,2.608316839E-1,5.181003362E-2
5.028975838E1,9.117859602E-2,1.977083832E-1,7.559391856E-2
5.029975638E1,1.624269485E-1,2.474280000E-1,1.149735451E-1
5.030975438E1,2.212494463E-1,3.347649872E-1,1.667191982E-1
5.031975237E1,2.528600991E-1,3.923715353E-1,2.101976871E-1
5.032975038E1,2.746646106E-1,4.040834606E-1,2.383235395E-1
5.033974838E1,2.793008983E-1,4.278127551E-1,2.297979593E-1
5.034974638E1,2.612339556E-1,4.661793709E-1,2.090822011E-1
5.035974438E1,2.286629528E-1,4.880825281E-1,1.776869893E-1
5.036974237E1,1.796258092E-1,4.650429785E-1,1.527466774E-1
5.037974038E1,1.250142306E-1,3.838466406E-1,1.292328238E-1
5.038973838E1,9.321311116E-2,2.540362775E-1,1.121234819E-1
5.039973638E1,8.752939850E-2,1.469457597E-1,9.646276385E-2
5.040973438E1,8.775560558E-2,7.572416961E-2,9.033266455E-2
5.041973237E1,6.561754644E-2,2.338373102E-2,9.788698703E-2
5.042973038E1,2.731113508E-2,-3.649431840E-2,9.620267153E-2
5.043972838E1,6.234080531E-3,-7.953818887E-2,8.184850216E-2
5.044972538E1,-1.562954858E-3,-3.800863028E-2,4.736794531E-2
5.045972338E1,-8.594233543E-3,5.631947145E-2,1.007170603E-2
5.046972138E1,-2.619052678E-2,1.309620142E-1,-1.298515312E-2
5.047971937E1,-5.315156654E-2,1.571153104E-1,-2.155307494E-2
5.048971738E1,-6.887080520E-2,1.671066135E-1,-2.178892493E-2
5.049971538E1,-6.791234016E-2,1.737490743E-1,-2.649020404E-2
5.050971338E1,-5.563863367E-2,1.955112368E-1,-2.311730385E-2
5.051971138E1,-5.017516017E-2,2.235774845E-1,-4.940432496E-3
5.052970937E1,-6.188504025E-2,2.368304133E-1,2.152683213E-2
5.053970738E1,-7.949438691E-2,2.546022236E-1,4.418393970E-2
5.054970538E1,-1.145800203E-1,2.595169246E-1,6.963355094E-2
5.055970338E1,-1.366839856E-1,2.281991988E-1,9.139317274E-2
5.056970138E1,-1.222291663E-1,1.514813900E-1,1.004894823E-1
5.057969937E1,-8.340933919E-2,1.126929894E-1,1.009022743E-1
5.058969738E1,-4.725880921E-2,1.305102110E-1,9.727399051E-2
5.059969538E1,-2.702011727E-2,1.659792662E-1,8.824107796E-2
5.060969338E1,-1.315809228E-2,1.675695628E-1,7.341019809E-2
5.061969138E1,-4.932386801E-3,1.632973254E-1,5.380240828E-2
5.062968938E1,-5.653866567E-3,1.740768701E-1,4.535968229E-2
5.063968738E1,-1.458131615E-2,1.989140362E-1,4.333221540E-2
5.064968537E1,-4.111605883E-2,1.931582391E-1,4.082873836E-2
5.065968238E1,-6.780438870E-2,1.338975728E-1,3.614024445E-2
5.066968038E1,-8.332099020E-2,9.149070829E-2,3.115689754E-2
5.067967838E1,-8.601850271E-2,9.722476453E-2,3.970564529E-2
