"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.807037250E2,5.235586336E1,4.957383716E0,-2.472961426E0,-1.000000000E0,-1.000000000E0,1.206666667E2,1.206666667E2
1.867256860E2,5.235590697E1,4.957535295E0,-2.460613251E0,-1.000000000E0,-1.000000000E0,1.206666667E2,1.206666667E2
1.927448959E2,5.235591823E1,4.957576325E0,-2.375346184E0,-1.000000000E0,-1.000000000E0,1.206666667E2,1.206666667E2
1.932177370E2,5.235578552E1,4.957068701E0,-2.354244709E0,-1.000000000E0,-1.000000000E0,4.300000000E1,4.300000000E1
1.992317240E2,5.235585769E1,4.957345736E0,-2.336261749E0,-1.000000000E0,-1.000000000E0,1.206666667E2,1.206666667E2
1.997097570E2,5.235567354E1,4.956774719E0,-2.399754524E0,-1.000000000E0,-1.000000000E0,4.103173579E1,4.103173579E1
2.057217580E2,5.235582171E1,4.957277666E0,-2.458142757E0,-1.000000000E0,-1.000000000E0,1.206666667E2,1.206666667E2
2.062077280E2,5.235564292E1,4.956672356E0,-2.433624744E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
2.122406499E2,5.235583863E1,4.957321193E0,-2.245103359E0,-1.000000000E0,-1.000000000E0,1.206666667E2,1.206666667E2
2.127226640E2,5.235573782E1,4.956961212E0,-2.359738827E0,-1.000000000E0,-1.000000000E0,4.300000000E1,4.300000000E1
2.187368990E2,5.235590580E1,4.957526441E0,-2.202919483E0,-1.000000000E0,-1.000000000E0,1.206666667E2,1.206666667E2
2.192241380E2,5.235571460E1,4.956774952E0,-2.263900757E0,-1.000000000E0,-1.000000000E0,4.162983179E1,4.162983179E1
2.252499080E2,5.235588017E1,4.957391383E0,-2.147894859E0,-1.000000000E0,-1.000000000E0,1.206666667E2,1.206666667E2
2.257363060E2,5.235569450E1,4.956816038E0,-2.217107296E0,-1.000000000E0,-1.000000000E0,4.300000000E1,4.300000000E1
2.318551700E2,5.235579371E1,4.957194132E0,-2.217168331E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
2.378669330E2,5.235580533E1,4.957239965E0,-2.217168331E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
2.383405600E2,5.235566155E1,4.956707773E0,-2.279942036E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
2.404097450E2,5.235564766E1,4.956656294E0,-2.331902504E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
2.424252100E2,5.235562949E1,4.956591682E0,-2.370503902E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
2.464198450E2,5.235569638E1,4.956818033E0,-2.230715275E0,-1.000000000E0,-1.000000000E0,7.885506124E1,7.885506124E1
2.468942469E2,5.235567689E1,4.956757062E0,-2.356188297E0,-1.000000000E0,-1.000000000E0,4.300000000E1,4.300000000E1
2.529054570E2,5.235583106E1,4.957280796E0,-2.204378605E0,-1.000000000E0,-1.000000000E0,1.206666667E2,1.206666667E2
2.533752019E2,5.235571885E1,4.956736409E0,-2.307843208E0,-1.000000000E0,-1.000000000E0,4.170736688E1,4.170736688E1
2.593955560E2,5.235587873E1,4.957362273E0,-2.173656940E0,-1.000000000E0,-1.000000000E0,1.206666667E2,1.206666667E2
2.598589180E2,5.235565817E1,4.956681306E0,-2.325540066E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
2.615568140E2,5.235564979E1,4.956663962E0,-2.426172733E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
2.619668410E2,5.235563972E1,4.956621102E0,-2.471780300E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
2.674112160E2,5.235566454E1,4.956603929E0,-2.646874905E0,-1.000000000E0,-1.000000000E0,4.400000000E1,4.400000000E1
2.675977629E2,5.235566344E1,4.956586965E0,-2.725773811E0,-1.000000000E0,-1.000000000E0,4.400000000E1,4.400000000E1
2.679222080E2,5.235565570E1,4.956580335E0,-2.699910164E0,-1.000000000E0,-1.000000000E0,4.300000000E1,4.300000000E1
2.690098090E2,5.235565361E1,4.956577609E0,-2.679973602E0,-1.000000000E0,-1.000000000E0,4.300000000E1,4.300000000E1
2.734265850E2,5.235572252E1,4.956761086E0,-2.680061340E0,-1.000000000E0,-1.000000000E0,8.612658618E1,8.612658618E1
2.738550320E2,5.235567546E1,4.956706801E0,-2.628953934E0,-1.000000000E0,-1.000000000E0,4.233463012E1,4.233463012E1
2.798661660E2,5.235578155E1,4.956992141E0,-2.626188755E0,-1.000000000E0,-1.000000000E0,1.073333333E2,1.073333333E2
2.802844710E2,5.235575522E1,4.956991635E0,-2.673153400E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
2.862943389E2,5.235582547E1,4.957143761E0,-2.651596546E0,-1.000000000E0,-1.000000000E0,1.073333333E2,1.073333333E2
2.867070750E2,5.235577735E1,4.957129744E0,-2.683836460E0,-1.000000000E0,-1.000000000E0,4.300000000E1,4.300000000E1
2.929972060E2,5.235579872E1,4.957169701E0,-2.683840275E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
2.990084450E2,5.235578915E1,4.957142934E0,-2.683840275E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
2.994841590E2,5.235579847E1,4.957141891E0,-2.599105835E0,-1.000000000E0,-1.000000000E0,4.300000000E1,4.300000000E1
3.030126590E2,5.235580020E1,4.957153645E0,-2.516187191E0,-1.000000000E0,-1.000000000E0,4.300000000E1,4.300000000E1
3.050308080E2,5.235580245E1,4.957139741E0,-2.550413609E0,-1.000000000E0,-1.000000000E0,5.401322347E1,5.401322347E1
3.055263450E2,5.235580163E1,4.957139953E0,-2.499015331E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
3.115378380E2,5.235580687E1,4.957095226E0,-2.549206734E0,-1.000000000E0,-1.000000000E0,1.073333333E2,1.073333333E2
3.120439540E2,5.235568035E1,4.956728066E0,-2.470614910E0,-1.000000000E0,-1.000000000E0,3.989645434E1,3.989645434E1
3.180521650E2,5.235575159E1,4.956893406E0,-2.534692287E0,-1.000000000E0,-1.000000000E0,1.073333333E2,1.073333333E2
3.185465170E2,5.235577677E1,4.957004675E0,-2.473724365E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
3.231963739E2,5.235573513E1,4.956816828E0,-2.356226444E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
3.274387029E2,5.235567263E1,4.956659810E0,-2.212650776E0,-1.000000000E0,-1.000000000E0,4.300000000E1,4.300000000E1
3.338742470E2,5.235560899E1,4.956412994E0,-1.975186825E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
3.403065760E2,5.235562728E1,4.956491231E0,-2.157904148E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
3.467436119E2,5.235565461E1,4.956687295E0,-2.245665073E0,-1.000000000E0,-1.000000000E0,4.099169112E1,4.099169112E1
3.527511390E2,5.235557956E1,4.956358502E0,-2.069660187E0,-1.000000000E0,-1.000000000E0,3.900000000E1,3.900000000E1
3.587682320E2,5.235565662E1,4.956636388E0,-2.069789886E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
3.647809310E2,5.235576354E1,4.957053829E0,-2.069789886E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
3.707935110E2,5.235579794E1,4.957192727E0,-2.069789886E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
3.722517700E2,5.235564454E1,4.956602154E0,-2.113133430E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
3.782621729E2,5.235573092E1,4.956900192E0,-2.113213539E0,-1.000000000E0,-1.000000000E0,7.933333333E1,7.933333333E1
3.832476715E2,5.235580803E1,4.956532457E0,6.487332007E0,1.046382487E-1,3.509417585E2,4.800724964E1,4.800724964E1
3.842476517E2,5.235586684E1,4.956396729E0,-3.186299874E0,2.515510917E-1,3.537202248E2,4.800724964E1,4.800724964E1
3.852476313E2,5.235590583E1,4.956321247E0,-3.424767072E0,2.515510917E-1,3.548369061E2,4.800724964E1,4.800724964E1
3.862476108E2,5.235591213E1,4.956302268E0,-3.448613792E0,3.520564735E-1,3.499650141E2,4.800724964E1,4.800724964E1
3.872475911E2,5.235591015E1,4.956284519E0,-3.450998464E0,3.520564735E-1,3.387239434E2,3.200483309E1,3.200483309E1
3.882475713E2,5.235590786E1,4.956278372E0,-3.451236931E0,-1.000000000E0,-1.000000000E0,6.400966619E1,6.400966619E1
3.892475511E2,5.235591109E1,4.956284541E0,5.637818026E-1,4.946894348E-1,3.217388476E2,3.200483309E1,3.200483309E1
3.902475314E2,5.235590778E1,4.956296173E0,-3.049758905E0,2.288483083E-1,3.200866521E2,3.200483309E1,3.200483309E1
3.912475116E2,5.235590311E1,4.956287725E0,-3.411112975E0,1.330916584E-1,3.194290688E2,4.800724964E1,4.800724964E1
3.922474911E2,5.235590319E1,4.956280370E0,-3.447248383E0,2.154785544E-1,3.193095405E2,4.800724964E1,4.800724964E1
3.932474717E2,5.235590750E1,4.956267834E0,-3.450861923E0,2.154785544E-1,3.212852957E2,4.800724964E1,4.800724964E1
3.942474520E2,5.235590004E1,4.956272221E0,-3.451223277E0,7.741923332E-1,3.509355840E2,4.800724964E1,4.800724964E1
3.952474319E2,5.235591079E1,4.956272091E0,-3.451259413E0,-1.000000000E0,-1.000000000E0,4.800724964E1,4.800724964E1
4.119954600E2,5.235568299E1,4.956688178E0,-8.245496750E-1,-1.000000000E0,-1.000000000E0,4.100000000E1,4.100000000E1
4.180006330E2,5.235559954E1,4.956466611E0,-1.395829201E0,-1.000000000E0,-1.000000000E0,3.900000000E1,3.900000000E1
4.257244930E2,5.235577225E1,4.957068473E0,-1.919850349E0,-1.000000000E0,-1.000000000E0,4.300000000E1,4.300000000E1
4.321536660E2,5.235577137E1,4.957034548E0,-1.924028873E0,-1.000000000E0,-1.000000000E0,1.063333333E2,1.063333333E2
4.333556280E2,5.235569843E1,4.956766686E0,-1.925646782E0,-1.000000000E0,-1.000000000E0,1.063333333E2,1.063333333E2
4.417632470E2,5.235582598E1,4.957197920E0,-1.991435051E0,-1.000000000E0,-1.000000000E0,5.300000000E1,5.300000000E1
4.481804830E2,5.235590321E1,4.957466488E0,-2.152694225E0,-1.000000000E0,-1.000000000E0,5.300000000E1,5.300000000E1
4.493870630E2,5.235591024E1,4.957491837E0,-2.214645863E0,-1.000000000E0,-1.000000000E0,5.300000000E1,5.300000000E1
4.558105310E2,5.235575690E1,4.956962847E0,-2.091412067E0,-1.000000000E0,-1.000000000E0,5.500000000E1,5.500000000E1
4.570008420E2,5.235572451E1,4.956850953E0,-2.039098263E0,-1.000000000E0,-1.000000000E0,5.500000000E1,5.500000000E1
4.634196349E2,5.235578837E1,4.957070600E0,-1.995890141E0,-1.000000000E0,-1.000000000E0,5.300000000E1,5.300000000E1
4.698334200E2,5.235581277E1,4.957153197E0,-1.967970371E0,-1.000000000E0,-1.000000000E0,5.300000000E1,5.300000000E1
4.710274930E2,5.235581356E1,4.957155719E0,-1.956873894E0,-1.000000000E0,-1.000000000E0,5.300000000E1,5.300000000E1
4.774480780E2,5.235579668E1,4.957130233E0,-2.244642735E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
4.834574380E2,5.235577181E1,4.957032074E0,-2.300742149E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
4.899120430E2,5.235567436E1,4.956750670E0,-2.193983555E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
4.963447779E2,5.235560906E1,4.956561443E0,-2.153696537E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
5.027804490E2,5.235560069E1,4.956425729E0,-2.129030228E0,-1.000000000E0,-1.000000000E0,4.100000000E1,4.100000000E1
5.092167630E2,5.235564606E1,4.956606507E0,-2.195955276E0,-1.000000000E0,-1.000000000E0,3.707892922E1,3.707892922E1
5.156528140E2,5.235565512E1,4.956658133E0,-2.161061287E0,-1.000000000E0,-1.000000000E0,3.719727856E1,3.719727856E1
5.235577580E2,5.235562738E1,4.956530032E0,-2.140659809E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
5.299967450E2,5.235567811E1,4.956716989E0,-2.107221127E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
5.364337159E2,5.235555559E1,4.956315163E0,-2.081689358E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
5.428764610E2,5.235560631E1,4.956466121E0,-2.084097385E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
5.493170459E2,5.235563019E1,4.956571131E0,-2.090303421E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
5.557602280E2,5.235560095E1,4.956478603E0,-2.132839203E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
5.621948220E2,5.235563555E1,4.956550754E0,-2.093080997E0,-1.000000000E0,-1.000000000E0,4.100000000E1,4.100000000E1
5.686341560E2,5.235566358E1,4.956663287E0,-2.153224945E0,-1.000000000E0,-1.000000000E0,3.927482219E1,3.927482219E1
5.750746720E2,5.235566797E1,4.956746705E0,-2.130162716E0,-1.000000000E0,-1.000000000E0,4.562500828E1,4.562500828E1
5.821008600E2,5.235558849E1,4.956435782E0,-2.132746696E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
5.885400090E2,5.235564335E1,4.956608608E0,-2.151333332E0,-1.000000000E0,-1.000000000E0,3.890643515E1,3.890643515E1
5.945507830E2,5.235554780E1,4.956294462E0,-2.123518944E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
5.997742389E2,5.235561403E1,4.956544018E0,-2.046569824E0,-1.000000000E0,-1.000000000E0,8.792731714E1,8.792731714E1
6.018159510E2,5.235570823E1,4.956877482E0,-2.012377262E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
6.039206510E2,5.235576095E1,4.957063361E0,-1.992869377E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
6.086280770E2,5.235556615E1,4.956430550E0,-1.986579418E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
6.146581490E2,5.235548551E1,4.956164787E0,-1.982479572E0,-1.000000000E0,-1.000000000E0,7.200000000E1,7.200000000E1
6.152174000E2,5.235558629E1,4.956443368E0,-1.981115818E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
6.226151329E2,5.235565310E1,4.956678803E0,-2.040493011E0,-1.000000000E0,-1.000000000E0,6.833802464E1,6.833802464E1
6.231239719E2,5.235564774E1,4.956614069E0,-2.053389072E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
6.291368960E2,5.235575071E1,4.957001313E0,-2.065275669E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
6.296330709E2,5.235568598E1,4.956754387E0,-2.090828896E0,-1.000000000E0,-1.000000000E0,4.100000000E1,4.100000000E1
6.356465380E2,5.235572751E1,4.956915915E0,-2.113856316E0,-1.000000000E0,-1.000000000E0,5.901153380E1,5.901153380E1
6.386776620E2,5.235566746E1,4.956712077E0,-2.179158211E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
6.467835500E2,5.235567498E1,4.956757667E0,-2.225378990E0,-1.000000000E0,-1.000000000E0,3.945263832E1,3.945263832E1
6.530119050E2,5.235571177E1,4.956886683E0,-2.262808323E0,-1.000000000E0,-1.000000000E0,6.969889511E1,6.969889511E1
6.590414660E2,5.235576663E1,4.957079075E0,-2.285103798E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
6.613398550E2,5.235578097E1,4.957129358E0,-2.240641117E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
6.673698330E2,5.235579021E1,4.957161774E0,-2.228991985E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
6.678727340E2,5.235568720E1,4.956762038E0,-2.227174282E0,-1.000000000E0,-1.000000000E0,4.100000000E1,4.100000000E1
6.738821870E2,5.235574861E1,4.957001210E0,-2.225691319E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
6.743842009E2,5.235561801E1,4.956593742E0,-2.208599567E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
6.803968340E2,5.235573408E1,4.956988143E0,-2.128773689E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
6.808994970E2,5.235571255E1,4.956833496E0,-2.108656406E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
6.888351140E2,5.235579548E1,4.957159527E0,-2.088390827E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
6.893371160E2,5.235566837E1,4.956761261E0,-2.068323135E0,-1.000000000E0,-1.000000000E0,3.950400119E1,3.950400119E1
6.953478870E2,5.235575149E1,4.957048381E0,-2.051238060E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
6.958503760E2,5.235566544E1,4.956709901E0,-2.056589127E0,-1.000000000E0,-1.000000000E0,3.764060391E1,3.764060391E1
7.018633209E2,5.235576066E1,4.957049765E0,-2.061618805E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
7.023661610E2,5.235567509E1,4.956716879E0,-2.060667038E0,-1.000000000E0,-1.000000000E0,3.841167965E1,3.841167965E1
7.083789279E2,5.235576844E1,4.957070897E0,-2.059929371E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
7.088824440E2,5.235564496E1,4.956639207E0,-2.061385155E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
7.148983200E2,5.235575494E1,4.957042327E0,-2.062903881E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
7.154146570E2,5.235564406E1,4.956681396E0,-2.060698032E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
7.214285010E2,5.235576076E1,4.957077494E0,-2.058827877E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
7.219381340E2,5.235566516E1,4.956662623E0,-2.091589451E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
7.279486960E2,5.235577152E1,4.957065685E0,-2.121931076E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
7.284326910E2,5.235571965E1,4.956862060E0,-2.166687012E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
7.344471420E2,5.235579000E1,4.957151378E0,-2.208169460E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
7.349378110E2,5.235571939E1,4.956853929E0,-2.185304165E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
7.384337310E2,5.235571580E1,4.956835030E0,-2.167454243E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
7.404391050E2,5.235573302E1,4.956911297E0,-2.176069736E0,-1.000000000E0,-1.000000000E0,5.269747813E1,5.269747813E1
7.409458539E2,5.235569881E1,4.956838978E0,-2.158391953E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
7.469594500E2,5.235575341E1,4.957043335E0,-2.138914585E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
7.474638950E2,5.235568055E1,4.956747759E0,-2.159117699E0,-1.000000000E0,-1.000000000E0,4.100000000E1,4.100000000E1
7.534773860E2,5.235575728E1,4.957038227E0,-2.178421497E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
7.539782590E2,5.235565471E1,4.956663940E0,-2.192220688E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
7.599896550E2,5.235575373E1,4.957032039E0,-2.205170631E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
7.604976670E2,5.235572136E1,4.956844507E0,-2.206255436E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
7.665121549E2,5.235578900E1,4.957133723E0,-2.207344532E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
7.670197070E2,5.235565436E1,4.956651646E0,-2.174052238E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
7.730332010E2,5.235574928E1,4.957022713E0,-2.143516064E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
7.735375760E2,5.235564956E1,4.956714175E0,-2.084468365E0,-1.000000000E0,-1.000000000E0,3.727710043E1,3.727710043E1
7.795511310E2,5.235575836E1,4.957081640E0,-2.030158043E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
7.800554270E2,5.235566281E1,4.956744698E0,-2.032401562E0,-1.000000000E0,-1.000000000E0,3.910853253E1,3.910853253E1
7.860688620E2,5.235576811E1,4.957090156E0,-2.034617424E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
7.865738020E2,5.235578234E1,4.957118672E0,-2.038784504E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
7.925837460E2,5.235581504E1,4.957234357E0,-2.042627811E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
7.930907170E2,5.235577258E1,4.957096660E0,-2.050362110E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
7.991042020E2,5.235578516E1,4.957143566E0,-2.063532352E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
7.996164640E2,5.235567979E1,4.956800764E0,-2.090263367E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
8.056310880E2,5.235574196E1,4.957004123E0,-2.115028858E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
8.061352130E2,5.235565596E1,4.956650294E0,-2.102276325E0,-1.000000000E0,-1.000000000E0,4.100000000E1,4.100000000E1
8.121492180E2,5.235575022E1,4.956999707E0,-2.090676308E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
8.126527730E2,5.235582353E1,4.957248394E0,-2.091056347E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
8.186654199E2,5.235582859E1,4.957291220E0,-2.091348171E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
8.191701750E2,5.235573939E1,4.956921895E0,-2.207024574E0,-1.000000000E0,-1.000000000E0,4.200000000E1,4.200000000E1
8.251841160E2,5.235576209E1,4.957046681E0,-2.313804150E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
8.256915890E2,5.235566647E1,4.956664345E0,-2.251127720E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
8.317042069E2,5.235574012E1,4.956975770E0,-2.193292141E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
8.322042960E2,5.235570406E1,4.956793818E0,-2.211878777E0,-1.000000000E0,-1.000000000E0,4.179734529E1,4.179734529E1
8.382170889E2,5.235577422E1,4.957097156E0,-2.229135036E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
8.387262340E2,5.235562117E1,4.956545077E0,-2.253814220E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
8.447391310E2,5.235573697E1,4.956984830E0,-2.276772022E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
8.452482439E2,5.235561951E1,4.956503940E0,-2.268884182E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
8.512617860E2,5.235575358E1,4.957019722E0,-2.200480461E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
8.517636420E2,5.235563271E1,4.956570144E0,-2.181584835E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
8.577758369E2,5.235576443E1,4.957071268E0,-2.164342880E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
8.582822970E2,5.235563302E1,4.956580596E0,-2.125649929E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
8.642952009E2,5.235576318E1,4.957067867E0,-2.091569901E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
8.647832659E2,5.235561818E1,4.956551508E0,-2.014964581E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
8.707968119E2,5.235575678E1,4.957052082E0,-1.944358826E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
8.712920179E2,5.235559284E1,4.956473187E0,-1.960386753E0,-1.000000000E0,-1.000000000E0,3.700000000E1,3.700000000E1
8.773041379E2,5.235574940E1,4.957024652E0,-1.975180626E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
8.778117319E2,5.235568276E1,4.956755304E0,-1.994986057E0,-1.000000000E0,-1.000000000E0,4.100000000E1,4.100000000E1
8.838250260E2,5.235579274E1,4.957159033E0,-2.013377190E0,-1.000000000E0,-1.000000000E0,9.333333333E1,9.333333333E1
8.843143049E2,5.235567666E1,4.956720694E0,-2.000840664E0,-1.000000000E0,-1.000000000E0,3.759057544E1,3.759057544E1
